mutation_strategy,run,generation,best_fitness,avg_fitness,diversity,fitness_delta,normalized_fitness,inv_best_fitness,inv_avg_fitness
limited,1,23,0.07086760947108268,0.07462799708346526,0.0019732321020531755,0.0015718821585178483,0.575193870713687,14.110619743541621,13.399617294623393
limited,1,24,0.06967483595013618,0.0738100946267446,0.005372705708309067,0.0011927735209465024,0.5823437873869063,14.35217800207886,13.548098765597517
limited,1,25,0.06637483325600624,0.0718347404628992,0.004076287005238158,0.0033000026941299443,0.6021251992560307,15.065724239469516,13.920647209260231
limited,1,26,0.06497878026962281,0.06871906239787737,0.00243205801345948,0.0013960529863834281,0.6104936467012085,15.389402608791011,14.551791210697273
limited,1,27,0.06392806792259216,0.06740075231790543,0.0021657915664533033,0.0010507123470306495,0.6167919972236366,15.64233661612022,14.836409523648951
limited,1,28,0.06357675576210023,0.06693361284633477,0.002898075742345985,0.0003513121604919317,0.618897889607811,15.728771612226629,14.939953448236885
limited,1,29,0.06171077767014503,0.06670923918088277,0.0044196572131527286,0.0018659780919551977,0.6300832384080974,16.204362242570443,14.990202587769632
limited,1,30,0.06164573168754578,0.06441031713485718,0.0033609432910998646,6.504598259925165e-05,0.6304731475965101,16.22146012652323,15.52522203367325
limited,1,31,0.05981531858444214,0.06437583779295286,0.0034746504081073146,0.0018304131031036397,0.6414453069670288,16.717845960184082,15.53353712737762
limited,1,32,0.05981531858444214,0.062417814720670386,0.0015611199561276392,0.0,0.6414453069670288,16.717845960184082,16.020810463561137
limited,1,33,0.05915403017401695,0.06200584289431572,0.002223543757587765,0.0006612884104251898,0.6454093093098658,16.90473315723599,16.127252305110858
limited,1,34,0.0581980701982975,0.061641088415185626,0.0033554299597947207,0.000955959975719449,0.6511396797861512,17.182405089854047,16.22268202959925
limited,1,35,0.0581980701982975,0.06143670865794023,0.0031112925461920732,0.0,0.6511396797861512,17.182405089854047,16.27664868765837
limited,1,36,0.0581980701982975,0.06082376795907816,0.002807915849903886,0.0,0.6511396797861512,17.182405089854047,16.44067102192289
limited,1,37,0.05746110635995865,0.06003822584748268,0.002788408948083173,0.0007369638383388499,0.6555573080640806,17.402773120353807,16.655777716726305
limited,1,38,0.05709831729531288,0.05918674893677234,0.0021587922453901566,0.00036278906464577015,0.6577319971702857,17.513344245923008,16.895388284968497
limited,1,39,0.05612538695335388,0.058738020933667826,0.002146116794327581,0.0009729303419589996,0.663564094170841,17.81693164805158,17.02445808773812
limited,1,40,0.05560718765854836,0.05829298830529054,0.0022664866499866837,0.0005181992948055242,0.6666703685078503,17.98296333878587,17.154427567434837
limited,1,41,0.054365088373422625,0.057665346089998876,0.002268438539235878,0.001242099285125732,0.6741159616842205,18.393819197204916,17.34113686411338
limited,1,42,0.054320387899875644,0.056723418459296224,0.0015427694847882309,4.470047354698109e-05,0.6743839125193973,18.40895526902193,17.629092146930876
limited,1,43,0.054320387899875644,0.05699507969617844,0.0025809581739569304,0.0,0.6743839125193973,18.40895526902193,17.54506635071341
limited,1,44,0.053910263776779176,0.05605358949303628,0.002360660030978906,0.00041012412309646834,0.6768423451173058,18.54899941022572,17.839752445680315
limited,1,45,0.05300904527306557,0.055512752535939215,0.001993474509847134,0.0009012185037136078,0.6822445753754041,18.864349103057652,18.013554377405978
limited,1,46,0.052839588165283204,0.0544352319041888,0.0012376963609302396,0.00016945710778236422,0.6832603626804133,18.92484612154658,18.37011793468848
limited,1,47,0.05231358674168587,0.05434408495326837,0.0017920646129401085,0.0005260014235973359,0.6864134058044185,19.115127582632116,18.400928085031154
limited,1,48,0.052207972079515455,0.05409732058644295,0.0021038743025696754,0.00010561466217041265,0.6870464983578056,19.153795988876723,18.484862176120867
limited,1,49,0.05166264420747757,0.05351172152558962,0.0021671639031288,0.0005453278720378846,0.6903153912164943,19.355971018692955,18.687145252401397
limited,1,50,0.05086856436729431,0.0535399075816075,0.0022537328443957023,0.0007940798401832594,0.6950753935048484,19.658119986632563,18.67730759841513
limited,1,51,0.05031955109536648,0.05247038044234118,0.001874943128351877,0.0005490132719278285,0.6983663779858424,19.87259634944817,19.058008224099655
limited,1,52,0.049806582808494565,0.05219704857071241,0.0018880861683687514,0.0005129682868719176,0.7014412957658983,20.077264215870606,19.1578043122686
limited,1,53,0.04980520920455456,0.05154557061642409,0.0013579075960678277,1.3736039400080724e-06,0.7014495296456253,20.077817926134287,19.399932683036216
limited,1,54,0.04974069152772427,0.05127335668553909,0.0019647593268706776,6.451767683028631e-05,0.7018362719778328,20.10385994699507,19.502926309400777
limited,1,55,0.04911373567581177,0.050942260082562765,0.0024316459392381,0.0006269558519124974,0.7055944725249111,20.36048827790972,19.629682089040223
limited,1,56,0.04911373567581177,0.050934592509766424,0.002462448814431021,0.0,0.7055944725249111,20.36048827790972,19.632637036827624
limited,1,57,0.049013025328516965,0.05081795682162047,0.002183845038679046,0.00010071034729480788,0.7061981668379081,20.402323483890388,19.67769632718157
limited,1,58,0.047936777308583256,0.050885027848680806,0.002492704875003441,0.0010762480199337093,0.7126495874362939,20.860374763786766,19.651759869598948
limited,1,59,0.04663456170260906,0.04948840854515632,0.0011728739671357203,0.0013022156059741968,0.7204555396223324,21.442863846626604,20.20634372883151
limited,1,60,0.04663456170260906,0.049164718713363004,0.0021201240338309807,0.0,0.7204555396223324,21.442863846626604,20.339375202262726
limited,1,61,0.0465773670822382,0.04865456639230251,0.0020357309228127922,5.7194620370862315e-05,0.7207983849006914,21.469194019498627,20.552633010931377
limited,1,62,0.046147500529885296,0.04834877963761487,0.002625576428638437,0.0004298665523529005,0.72337516077302,21.669176430822713,20.682617531973733
limited,1,63,0.04587179966270924,0.04742459975779057,0.0014400738294654421,0.0002757008671760569,0.7250278116681195,21.799410704224286,21.085658486284736
limited,1,64,0.04587179966270924,0.04726320901910465,0.0015135116015205017,0.0,0.7250278116681195,21.799410704224286,21.157658633317872
limited,1,65,0.04569133193790913,0.04744282504965861,0.002126191316857018,0.00018046772480011242,0.7261096006011118,21.8855102724652,21.077558543252312
limited,1,66,0.045593415364623066,0.04705287919143835,0.0014908026080396432,9.791657328606096e-05,0.7266965480204064,21.93251063760552,21.252232912221913
limited,1,67,0.04512568084895611,0.046598209355771546,0.0011244190517997706,0.00046773451566695795,0.729500318185889,22.159839394062868,21.459591564425224
limited,1,68,0.04469276611506939,0.04652046325951816,0.0019025982534651993,0.0004329147338867148,0.732095365962807,22.374485010401262,21.495454569464833
limited,1,69,0.04469276611506939,0.04602231349398693,0.0015880782850502203,0.0,0.732095365962807,22.374485010401262,21.728118296624878
limited,1,70,0.04430619551241398,0.045841037738323216,0.0017505356088578846,0.00038657060265541443,0.7344126102248267,22.569697504772567,21.814039020434205
limited,1,71,0.04406049227714538,0.04523006214400133,0.001153460080064548,0.00024570323526859617,0.7358854444449534,22.695554515267705,22.108700362072366
limited,1,72,0.04383864705264569,0.04488722543567418,0.0009327561578421996,0.0002218452244996949,0.7372152651038373,22.810402620238495,22.27755698279991
limited,2,0,0.17068202686309814,0.19202902719974518,0.011867019000418935,0.0,0.0,5.858813371068715,5.207518920777026
limited,2,1,0.15902166664600373,0.181769000295798,0.014018765561600845,0.011660360217094407,0.0683162746036935,6.288411715708895,5.501457877387246
limited,2,2,0.15532595205307007,0.16658363596200942,0.0075551365216334765,0.0036957145929336632,0.08996890353513898,6.4380327224751905,6.002954559555274
limited,2,3,0.13994237750768662,0.1579619849105676,0.004724773518981909,0.015383574545383444,0.1800989238314319,7.14574721440515,6.330597010218315
limited,2,4,0.13777557939291002,0.15155394367774327,0.007087397398171311,0.0021667981147766024,0.19279386397597653,7.2581276469944065,6.598267108503804
limited,2,5,0.13383482021093368,0.14143001602888106,0.004731254520873899,0.003940759181976339,0.21588217183358815,7.471841233714091,7.070584855275268
limited,2,6,0.12820763278007508,0.13609721435507138,0.0031719561459914803,0.0056271874308586045,0.2488510059532585,7.799786787488542,7.347634976246383
limited,2,7,0.12518533235788346,0.13273895910183592,0.005176895944529322,0.0030223004221916205,0.266558203821349,7.988092479146956,7.533526503747198
limited,2,8,0.12268785494565965,0.12828109452525774,0.003994933967157223,0.0024974774122238086,0.2811905436061759,8.150699592419473,7.795320178554676
limited,2,9,0.12010872530937194,0.12445555069843928,0.003206007372400357,0.0025791296362877025,0.29630127133591155,8.325720481203797,8.034932628199059
limited,2,10,0.11207657307386398,0.12160258762439093,0.0035416756965025286,0.008032152235507961,0.34336042796258115,8.922391630848008,8.223441590299123
limited,2,11,0.11207657307386398,0.1188160713394483,0.0031478981738659404,0.0,0.34336042796258115,8.922391630848008,8.416299010965366
limited,2,12,0.10551807636022567,0.11668459947109219,0.006023700884331731,0.006558496713638312,0.3817856613288265,9.476959375441801,8.570037815572443
limited,2,13,0.09998694843053818,0.11010596772432327,0.004412025134324308,0.0055311279296874905,0.41419169746128903,10.001205302204013,9.082077371376872
limited,2,14,0.09562812578678132,0.1039612110197544,0.0037695425511227497,0.004358822643756866,0.43972937546913826,10.457065164745327,9.618879688986075
limited,2,15,0.09133544200658798,0.10034391948978107,0.005037554546944178,0.004292683780193332,0.4648795559485184,10.948532459014237,9.965626611537997
limited,2,16,0.0887288115620613,0.09694576405882833,0.004832027586088383,0.002606630444526678,0.4801514067252697,11.270169319592869,10.314939438238385
limited,2,17,0.08745204657316208,0.0927451316813628,0.0039127443650696595,0.001276764988899226,0.487631778340046,11.434707413690992,10.782120848291386
limited,2,18,0.08621033322811127,0.09011235449512799,0.002482648896627738,0.0012417133450508128,0.4949067877119864,11.599403031548595,11.097134332670585
limited,2,19,0.08492218616604805,0.08810411069889865,0.00252217520245134,0.001288147062063219,0.5024538451599063,11.7753471713217,11.350079377546262
limited,2,20,0.08227111539244653,0.08814204343060655,0.003890660106449095,0.0026510707736015215,0.5179860650563101,12.154786530404575,11.345194822859527
limited,2,21,0.08089976385235786,0.0855803871393204,0.004040519642786357,0.0013713515400886611,0.5260206048686864,12.360822721340163,11.684783729575114
limited,2,22,0.07924876737594605,0.08298765281140803,0.0028399217251328336,0.0016509964764118146,0.5356935417722074,12.61833356880642,12.049840142272258
limited,2,23,0.07740974116325379,0.08231648611923058,0.004448002854695891,0.0018390262126922602,0.5464681162630958,12.918103934582806,12.148087206545357
limited,2,24,0.07630585980415344,0.08094196098844213,0.004565192493185832,0.0011038813591003477,0.5529355890215822,13.104981682728992,12.354378784620819
limited,2,25,0.07610642173886299,0.07833316399852436,0.0020936523066976843,0.00019943806529044983,0.5541040662710961,13.139323040414686,12.76582207501235
limited,2,26,0.07467682698369027,0.07770601261754831,0.003520008072550979,0.0014295947551727223,0.5624798442100316,13.390855631329513,12.868851424281537
limited,2,27,0.0723159304857254,0.07680545451641081,0.0028503742399815677,0.002360896497964865,0.5763119772199032,13.828020537976089,13.019739113023835
limited,2,28,0.0723159304857254,0.07541813586552938,0.002930285967847743,0.0,0.5763119772199032,13.828020537976089,13.259234390897523
limited,2,29,0.07113801768422126,0.07458172296981018,0.0021073140271473246,0.001177912801504144,0.5832131889242202,14.056983531019455,13.40793095479744
limited,2,30,0.07054495969414712,0.07379347246090572,0.003245978689236681,0.0005930579900741417,0.5866878253635321,14.175156229152064,13.55115046766914
limited,2,31,0.06906290295720101,0.07248781829873721,0.0020522413461983645,0.0014820567369461107,0.5953709700635588,14.479343871134843,13.795231091764403
limited,2,32,0.06906290295720101,0.07167772961656252,0.0021852063788244396,0.0,0.5953709700635588,14.479343871134843,13.951140112965032
limited,2,33,0.0682174038887024,0.07075711270968119,0.0018317076148731237,0.0008454990684986091,0.600324620333817,14.658800895305165,14.132655065334708
limited,2,34,0.06777594900131226,0.07097188679675262,0.0038979787686704015,0.0004414548873901414,0.6029110372841162,14.754278773755935,14.089887633621734
limited,2,35,0.06733393001556397,0.06974508736431599,0.002177117609915109,0.0004420189857482909,0.605500759200782,14.85113298207717,14.337721839169825
limited,2,36,0.06697092977166176,0.06844146846036117,0.0015536400361854154,0.0003630002439022062,0.6076275223437657,14.931628869131616,14.610811423015162
limited,2,37,0.06597390088438988,0.06887966451744237,0.0033262819661233857,0.000997028887271878,0.6134689627437651,15.157279307661785,14.517862262301113
limited,2,38,0.06584505525231361,0.06747329743206502,0.0012059944075511816,0.00012884563207626876,0.614223849678519,15.186938627805851,14.820458130843488
limited,2,39,0.06437885352969169,0.06717436389227707,0.0022301387037288747,0.001466201722621921,0.6228141022643869,15.53280949200676,14.886409869005066
limited,2,40,0.06331201812624931,0.06675288659433525,0.0023910300569439705,0.0010668354034423788,0.6290645284108849,15.79454004239618,14.980401157419054
limited,2,41,0.06269886341691017,0.06625173139969508,0.003660333143533975,0.0006131547093391476,0.6326569084675792,15.948998060022882,15.093717328680617
limited,2,42,0.06269886341691017,0.06669866070946058,0.0041428159594802064,0.0,0.6326569084675792,15.948998060022882,14.992580012602096
limited,2,43,0.06160060992836952,0.06444355207482974,0.0017597872995354477,0.0010982534885406459,0.6390914083895982,16.233341972114072,15.51721546359498
limited,2,44,0.06135570538043976,0.06376806484758854,0.00225277059178288,0.00024490454792976124,0.6405262668362124,16.298137160389246,15.681584830984322
limited,2,45,0.060658911377191545,0.06429311249156792,0.003972275390552335,0.0006967940032482148,0.6446086767774015,16.485352142733355,15.553523662546061
limited,2,46,0.060099486738443376,0.06249637348651886,0.0022105893539763766,0.0005594246387481683,0.6478862605337561,16.6388003536808,16.000672415708912
limited,2,47,0.058818193286657335,0.06235547913312912,0.0024984771066768655,0.001281293451786042,0.6553931637228878,17.00125323253697,16.036825906495324
limited,2,48,0.058818193286657335,0.06236502812008063,0.0027616151747535383,0.0,0.6553931637228878,17.00125323253697,16.0343704760961
limited,2,49,0.05843368741869927,0.06174699422717094,0.0041242176283052805,0.0003845058679580668,0.6576459250418429,17.113123115295338,16.194858027630804
limited,2,50,0.058097731769084934,0.059917246695359555,0.0011003317829576594,0.00033595564961433344,0.6596142380258679,17.21207967111104,16.689406902779854
limited,2,51,0.058097731769084934,0.061253056078155836,0.0030765780930788835,0.0,0.6596142380258679,17.21207967111104,16.325449513483168
limited,2,52,0.057786051452159884,0.05955280088980992,0.0016456751574760466,0.0003116803169250504,0.6614403255328734,17.304914766725364,16.79153949972498
limited,2,53,0.057346163362264634,0.05998217019637427,0.0021911898139177883,0.00043988808989525036,0.6640175628552779,17.437654129166855,16.671342923793077
limited,2,54,0.057346163362264634,0.05907910552521547,0.0017408689747339195,0.0,0.6640175628552779,17.437654129166855,16.92617152779456
limited,2,55,0.056757751554250724,0.059263126642505326,0.0021843929428885926,0.0005884118080139097,0.6674649780215266,17.618428394151472,16.87361405040569
limited,2,56,0.05616032847762108,0.0583240242421627,0.0018537159319544723,0.0005974230766296468,0.6709651888381514,17.805846604901372,17.14529934609282
limited,2,57,0.05516926923394203,0.05808573258717855,0.001488727412882051,0.0009910592436790447,0.6767716540055351,18.12570454857916,17.215635231318373
limited,2,58,0.05481457245349884,0.05729876671930155,0.0015636859825354718,0.0003546967804431908,0.6788497684207553,18.24299109250971,17.4520780319887
limited,2,59,0.05478654333949089,0.05765321681996187,0.0033741240195606106,2.8029114007954714e-05,0.6790139867308087,18.252324142433295,17.344785085238826
limited,2,60,0.054409393638372425,0.05631332400441169,0.0014979518516443793,0.00037714970111846213,0.6812236493886172,18.378841488379884,17.757471436959086
limited,2,61,0.053158531665802006,0.056124045456449195,0.0018848262959989392,0.001250861972570419,0.6885522591758312,18.81130191828437,17.817357507103672
limited,2,62,0.05282873512804508,0.05511825162967046,0.00160128964130138,0.0003297965377569226,0.690484486861535,18.92873393319631,18.14248144584213
limited,2,63,0.05215397943556309,0.05453772190660238,0.001808050250438648,0.0006747556924819945,0.6944377776964465,19.173624662923874,18.335596527408565
limited,2,64,0.051854264929890634,0.05401481842398643,0.0018505992206810109,0.00029971450567245483,0.6961937593377523,19.28444491320255,18.513095407547077
limited,2,65,0.05169242586195469,0.053220962799092136,0.0013585704924415558,0.0001618390679359455,0.6971419497882075,19.34481964245244,18.789235635200175
limited,2,66,0.05162960839271545,0.053731121313571925,0.0016574451837373203,6.281746923923748e-05,0.697509987773189,19.36835592549573,18.61084162607619
limited,2,67,0.05160863846540451,0.05288462475438913,0.0011977342973511695,2.0969927310938996e-05,0.69763284738352,19.37622563797516,18.908730012062627
limited,2,68,0.05108642242848874,0.05289603753983974,0.0015684888279768315,0.000522216036915775,0.7006924316087217,19.574289569997042,18.90465036433928
limited,2,69,0.05108642242848874,0.05275708855241538,0.0020695866240922115,0.0,0.7006924316087217,19.574289569997042,18.954439545445165
limited,2,70,0.05030495512485504,0.052267241375645,0.001296743410888765,0.0007814673036336955,0.7052709295208687,19.878362263833104,19.132076643121223
limited,2,71,0.04996897232532502,0.05166376521090667,0.0011111300895253193,0.0003359827995300241,0.7072394015721146,20.012018287494534,19.3555510398196
limited,2,72,0.04996897232532502,0.05174006891796987,0.0014048677714956458,0.0,0.7072394015721146,20.012018287494534,19.327006977482373
limited,2,73,0.04944843874871731,0.05155555632114409,0.0017658267802245498,0.0005205335766077096,0.710289128518615,20.22267644091187,19.39617521719319
limited,2,74,0.04887422408163548,0.05130628726681073,0.001770731262316283,0.0005742146670818307,0.7136533647984105,20.46026425024091,19.490408736672233
limited,2,75,0.04826610565185547,0.05020721700042487,0.0012189866868526798,0.000608118429780008,0.7172162380602083,20.718043613654267,19.917058596036938
limited,2,76,0.047536035999655724,0.049741241815686225,0.001187393567530763,0.0007300696521997455,0.7214936049606221,21.03622952022592,20.103637542219694
limited,2,77,0.047536035999655724,0.05003527493874232,0.0018847926376627429,0.0,0.7214936049606221,21.03622952022592,19.98550054384075
limited,2,78,0.046976139679551124,0.04944067398309707,0.0015429329887116,0.0005598963201045998,0.7247739522262056,21.286949499722184,20.22585239209085
limited,2,79,0.046976139679551124,0.04850987730423609,0.0010692333728752734,0.0,0.7247739522262056,21.286949499722184,20.613933525227704
limited,2,80,0.04689113380014896,0.048432012295226264,0.0012518724394561102,8.500587940216131e-05,0.7252719887269692,21.325538399722454,20.64707422913201
limited,2,81,0.04687816490232945,0.048212472351392116,0.0009424856315963237,1.2968897819515268e-05,0.7253479715240913,21.331438008408497,20.741090637731798
limited,3,0,0.18597193229198455,0.19833405930995943,0.008285999625894503,0.0,0.0,5.377126594046289,5.041972929441552
limited,3,1,0.1722711262702942,0.18844539304971697,0.005884210585856195,0.013700806021690354,0.0736713645593543,5.804769591286082,5.306548901342858
limited,3,2,0.16736603021621704,0.18190950138568873,0.007845086061639698,0.004905096054077157,0.10004682882229443,5.974892418824224,5.497208750361193
limited,3,3,0.16080731105804444,0.1719306464632352,0.006530622061268049,0.0065587191581726045,0.13531408166706838,6.218584060863905,5.816264896956209
limited,3,4,0.15228580510616302,0.16432828764518098,0.006769099637079117,0.00852150595188142,0.18113554433005918,6.566557091422822,6.085342511550317
limited,3,5,0.1460258332490921,0.15714829780260722,0.00541543320898932,0.006259971857070917,0.2147963864793061,6.848056468458802,6.363375554220321
limited,3,6,0.13539277070760727,0.15033101047873496,0.005423423084244719,0.010633062541484828,0.27197201728788645,7.385864170660946,6.651943234281789
limited,3,7,0.1353704200387001,0.14442884957194332,0.004831489694593205,2.2350668907183957e-05,0.27209220031030135,7.38708362307287,6.923776511322062
limited,3,8,0.12732066780328752,0.1377300065934658,0.004856122201554803,0.008049752235412572,0.3153769698785074,7.85412268982373,7.260529235451342
limited,3,9,0.12400994497537612,0.13116592366099358,0.003413675859837345,0.0033107228279113943,0.33317924136705335,8.063804369836566,7.62387324554887
limited,3,10,0.12127460950613023,0.12810785623192786,0.003931701251007499,0.0027353354692458975,0.34788756555089473,8.245681090140817,7.805861588441655
limited,3,11,0.11990610867738724,0.12384351046681402,0.0025496251893453417,0.0013685008287429856,0.35524620731945133,8.33978911701159,8.074641308126168
limited,3,12,0.11589424949884415,0.12276226805647213,0.0029581163207190704,0.00401185917854309,0.37681859799743966,8.628481359885017,8.145759035512086
limited,3,13,0.11583129042387008,0.12134302111665406,0.00369807194799441,6.295907497406994e-05,0.37715713873419576,8.633171254238839,8.241032321144608
limited,3,14,0.11452536350488662,0.11817103898127873,0.002687635728236176,0.0013059269189834577,0.38417931085925106,8.73161400918254,8.46223868709267
limited,3,15,0.11223832851648331,0.11781895486116409,0.0037353850684528553,0.002287034988403311,0.39647705364342867,8.909532988279963,8.487526592404262
limited,3,16,0.10743258905410767,0.11469341992537181,0.004127013390074313,0.004805739462375641,0.42231826206207546,9.308075889528011,8.718819979652626
limited,3,17,0.10641780811548233,0.11194065674146016,0.003812623978757259,0.001014780938625337,0.4277748969753057,9.396835180815327,8.933224941538917
limited,3,18,0.10198113322257996,0.10891080321470897,0.0030088108972399106,0.004436674892902379,0.45163158781151524,9.80563916835767,9.181741284997345
limited,3,19,0.09924318772554398,0.10585211866100629,0.003373146857820504,0.0027379454970359735,0.4663539465206632,10.076156830115451,9.44705279022049
limited,3,20,0.09874252659082414,0.10282182213068007,0.0029884927485383603,0.0005006611347198459,0.46904607929870945,10.127246155019606,9.725467355185751
limited,3,21,0.09713638639450073,0.10106084764003752,0.002315776542861974,0.0016061401963234079,0.47768254490149564,10.294697408665437,9.894930909652512
limited,3,22,0.09443139845132828,0.09933216665983201,0.002521297084286226,0.002704987943172449,0.4922276857183663,10.589585951429724,10.067130985811776
limited,3,23,0.0940179364681244,0.09833132194677988,0.0035235081950606584,0.0004134619832038833,0.4944509350985724,10.636155199852041,10.169596122638364
limited,3,24,0.09262858825922013,0.09670956253608068,0.002490197608331392,0.0013893482089042675,0.5019216764721842,10.795686548897754,10.340132181807142
limited,3,25,0.09021633273363114,0.09484519313971201,0.0023460445303120554,0.002412255525588991,0.5148927495575659,11.08434454554896,10.54338573744296
limited,3,26,0.09021633273363114,0.09342387700478236,0.002286437565608237,0.0,0.5148927495575659,11.08434454554896,10.70378717168459
limited,3,27,0.08740239948034287,0.09223965872724851,0.0036254258156903467,0.00281393325328827,0.5300237062487632,11.441202584172956,10.84120618605896
limited,3,28,0.08740239948034287,0.09044828030069671,0.0027399111001604097,0.0,0.5300237062487632,11.441202584172956,11.055919921922223
limited,3,29,0.08732827669382096,0.090461031939586,0.002474128082131797,7.412278652191295e-05,0.5304222759985548,11.450913575135058,11.054361465900282
limited,3,30,0.08677074116468429,0.089570540056626,0.0024728023819519385,0.0005575355291366629,0.5334202312397862,11.52448927009656,11.164260426557505
limited,3,31,0.08183561590313912,0.0883770953486363,0.0022444029042388387,0.004935125261545173,0.5599571672210546,12.219469108834955,11.315020945576762
limited,3,32,0.08024141564965248,0.0876400953322649,0.003614411990669945,0.0015942002534866384,0.5685294298944545,12.462236984067301,11.410172319375976
limited,3,33,0.08000353550910949,0.08436007540524006,0.0030461831959261655,0.00023788014054298978,0.5698085484023458,12.499291366876792,11.853808112288306
limited,3,34,0.07959964141249656,0.08231437413295109,0.0018902734257696802,0.00040389409661292786,0.5719803497684723,12.56271284069087,12.14839889307746
limited,3,35,0.0788391037285328,0.08181760830879212,0.002317129551890424,0.0007605376839637662,0.5760698791646056,12.683900105500404,12.222158512228585
limited,3,36,0.0788391037285328,0.08119206736683846,0.0023145225545178126,0.0,0.5760698791646056,12.683900105500404,12.31632246977318
limited,3,37,0.07855574223399163,0.0800866286277771,0.0016731060497658973,0.00028336149454116777,0.5775935579856455,12.729652115936375,12.48632300811022
limited,3,38,0.07704488658905029,0.08014171345730624,0.0021024988989572176,0.0015108556449413418,0.5857176637381697,12.979278249257234,12.47774073101133
limited,3,39,0.07632014986872673,0.07916758768757187,0.001973681587063694,0.0007247367203235544,0.5896146857854843,13.102527958763876,12.63127244288309
limited,3,40,0.07603820118308068,0.07864870960911118,0.003031890765716847,0.0002819486856460579,0.5911307677133926,13.151111327330828,12.714605113864971
limited,3,41,0.07462464365363121,0.07772463528215882,0.002286437484257919,0.0014135575294494662,0.5987316863683114,13.40021942914714,12.865768113310493
limited,3,42,0.07462464365363121,0.07704301212131977,0.0016564052232220486,0.0,0.5987316863683114,13.40021942914714,12.979594032892766
limited,3,43,0.07462464365363121,0.07679454162816207,0.0024551697478669148,0.0,0.5987316863683114,13.40021942914714,13.021589258943191
limited,3,44,0.0740426245033741,0.07680671526789665,0.0037492158678712,0.0005820191502571154,0.6018612938476988,13.505551716399715,13.019525402000474
limited,3,45,0.07235283544659615,0.07586708830992381,0.0016330203472434978,0.0016897890567779406,0.6109475523811903,13.820967386560907,13.180772341527373
limited,3,46,0.07235283544659615,0.07599308747847874,0.0026823596126150473,0.0,0.6109475523811903,13.820967386560907,13.158918452480878
limited,3,47,0.07188847121596337,0.07478567045827707,0.0017336937099057194,0.00046436423063278554,0.6134445110615125,13.910242808656877,13.371366767262257
limited,3,48,0.07143397852778435,0.07360030064582826,0.001406531411354656,0.00045449268817901456,0.6158883889229602,13.998744321187889,13.586716419755012
limited,3,49,0.071380201369524,0.0730244131465753,0.0013103753946180727,5.377715826035412e-05,0.6161775570656879,14.009290692982749,13.693862956897181
limited,3,50,0.071380201369524,0.0726869256357352,0.0012470661514150966,0.0,0.6161775570656879,14.009290692982749,13.757443086371074
limited,3,51,0.071380201369524,0.07252073819935322,0.0010779118967841257,0.0,0.6161775570656879,14.009290692982749,13.788969001971859
limited,3,52,0.07084209820628166,0.0729578738083442,0.00225016861709148,0.0005381031632423344,0.619071021453623,14.115701110194104,13.706351918574041
limited,3,53,0.07029460573196411,0.07275248246689638,0.0020410366981134624,0.0005474924743175541,0.6220149736273196,14.225640274201238,13.745046506261893
limited,3,54,0.06971092939376831,0.0721751964867115,0.0017135807143407714,0.000583676338195796,0.6251534920639588,14.344747142938665,13.85498334182949
limited,3,55,0.06961235448718071,0.07177560981909434,0.002427295673497808,9.857490658760071e-05,0.6256835446658365,14.365059798750968,13.93211524646258
limited,3,56,0.06875326946377755,0.07101947858234246,0.0018236910087772386,0.0008590850234031638,0.6303029784310047,14.54455131003667,14.080445808888507
limited,3,57,0.06846191444993019,0.0701841381430626,0.001803506502203861,0.00029135501384736084,0.6318696396484078,14.606448002317256,14.248030658023922
limited,3,58,0.06688774430751801,0.06976017351249854,0.0015034980353110879,0.001574170142412179,0.640334197299724,14.950198428042611,14.334621246313153
limited,3,59,0.06688774430751801,0.07069538989365101,0.004026156025751242,0.0,0.640334197299724,14.950198428042611,14.144993846281341
limited,3,60,0.06599305629730225,0.06896623654762905,0.002090001657814041,0.0008946880102157634,0.6451450738615219,15.15287976079262,14.499638524872545
limited,3,61,0.06577077379822731,0.06867566495835782,0.002704203363325824,0.00022228249907493836,0.6463403214256862,15.204090482153791,14.560986626335906
limited,3,62,0.06546585190296172,0.06804016597568989,0.002571233055393085,0.00030492189526558355,0.6479799338742295,15.274905863539162,14.696985062796914
limited,3,63,0.06480702769756318,0.06747496666312218,0.002166343620851794,0.0006588242053985477,0.6515225340788892,15.430187208699774,14.82009150002341
limited,3,64,0.06433385226130486,0.06640416512389978,0.001492779813621217,0.0004731754362583135,0.6540668719820701,15.543674460281066,15.059069548794655
limited,3,65,0.06341751858592033,0.06624194635053476,0.0018210068982980026,0.0009163336753845314,0.6589941406515479,15.768264890091771,15.095946890833416
limited,3,66,0.06341751858592033,0.06565870925585429,0.0017121237987608945,0.0,0.6589941406515479,15.768264890091771,15.230040025052942
limited,3,67,0.06341751858592033,0.06549187981287638,0.0015888999480123153,0.0,0.6589941406515479,15.768264890091771,15.268835373511742
limited,3,68,0.06341751858592033,0.06610335410634677,0.002507306662811433,0.0,0.6589941406515479,15.768264890091771,15.127596563325147
limited,3,69,0.06303031995892525,0.06472863257030646,0.0014800580550082816,0.0003871986269950861,0.6610761678812654,15.865128647974629,15.448874963315205
limited,3,70,0.06245550724864006,0.06498395213782787,0.00212518841301159,0.0005748127102851858,0.6641670252122669,16.011141897816806,15.388177833524908
limited,3,71,0.06245550724864006,0.06465931934813658,0.0021929914677806433,0.0,0.6641670252122669,16.011141897816806,15.465435526476696
