generation,best_fitness,avg_fitness,diversity,normalized_fitness,inv_best_fitness,label,run
0,0.1771373838186264,0.1973690099388361,0.008243342642115568,0.0,5.645303849130232,traditional,0
1,0.168002698302269,0.18753362713456156,0.006804746385255977,0.05156836642518414,5.952249921313157,traditional,0
2,0.1623217830657959,0.17901936035752297,0.007084688277997045,0.08363904012492596,6.1605646546527,traditional,0
3,0.16147817838191986,0.16959846647381785,0.004726584731378019,0.08840147177932944,6.192748873386426,traditional,0
4,0.15572205424308777,0.16430539826452734,0.0043358536581505165,0.1208967249819276,6.4216567345190505,traditional,0
5,0.14667720127105713,0.15974044353663924,0.00484387365392422,0.17195795653591628,6.817645644236041,traditional,0
6,0.14012761157751083,0.15296916991323234,0.004560605463030683,0.20893258917615276,7.136301350184001,traditional,0
7,0.13618980926275254,0.1451157663360238,0.0039289810415914315,0.2311628052370961,7.342639385237097,traditional,0
8,0.13167247074842453,0.1414809743836522,0.004185932836694109,0.2566646977057879,7.594544248860889,traditional,0
9,0.1288186177611351,0.13646172122061254,0.0036794460595234693,0.27277565591103914,7.762792790258536,traditional,0
10,0.12727722835540772,0.1331393657192588,0.004048560605258402,0.28147731657971886,7.856803264165741,traditional,0
11,0.12397916799783706,0.13046702810376884,0.003983122676383007,0.30009597451895764,8.065806137780406,traditional,0
12,0.11940059423446656,0.12691907553076745,0.005208301250738662,0.3259435605263167,8.375097555534474,traditional,0
13,0.11579045528173447,0.12284205861985684,0.0038838519481809715,0.3463240069058825,8.636215837920686,traditional,0
14,0.11315355533361435,0.11955661819428205,0.003690058994356411,0.36121019236981644,8.83747010495241,traditional,0
15,0.10943878024816513,0.11595200299918654,0.00334373041305971,0.3821813448468838,9.137445248267172,traditional,0
16,0.10182463699579239,0.11281353884935381,0.004895430751150269,0.4251657397173024,9.820709494224149,traditional,0
17,0.10080690723657608,0.10834767836332322,0.0033864589396479586,0.4309111658790571,9.919856759382963,traditional,0
18,0.0982241443991661,0.1043666624367237,0.003234713452921379,0.44549172917818824,10.18069259268495,traditional,0
19,0.09576676315069199,0.10252185846418142,0.0040060748611066175,0.45936447131482416,10.441927085907658,traditional,0
20,0.09323489540815354,0.09906196761578322,0.00306096283747312,0.47365771471696716,10.72548287998261,traditional,0
21,0.09111345845460891,0.0963954514324665,0.003043502160229123,0.48563393852592207,10.975206536492522,traditional,0
22,0.09027181726694107,0.09476675504148006,0.0031357014958258303,0.4903852855850478,11.077531756242323,traditional,0
23,0.0854185585975647,0.09304542762935161,0.0034639613030281366,0.5177835601036875,11.706920714859674,traditional,0
24,0.08368610042333603,0.09061942007839681,0.003342407879171358,0.5275638681159281,11.949272886041483,traditional,0
25,0.08368610042333603,0.08823101197183132,0.0024654680996762175,0.5275638681159281,11.949272886041483,traditional,0
26,0.08242573136091233,0.08648153466135264,0.0024419516487069167,0.5346790746028559,12.13198659572483,traditional,0
27,0.07949546051025391,0.0856376892246306,0.0031445858260025785,0.5512214373017359,12.579176400828741,traditional,0
28,0.07883253505825996,0.08360927499234676,0.0028395888147376004,0.5549638740347562,12.684956969911028,traditional,0
29,0.07873195764422417,0.08149528665170074,0.0021037098326647575,0.5555316673027135,12.701161367756134,traditional,0
30,0.07746452978253365,0.08061052258238197,0.0025516848241026713,0.5626867230812738,12.908967418247393,traditional,0
31,0.07675518357753754,0.08021161760985851,0.0033252334509637264,0.5666912205493093,13.028266302347097,traditional,0
32,0.07613677072525024,0.07884593963772059,0.002534537585611708,0.5701823687132705,13.13408562497301,traditional,0
33,0.07543243929743768,0.07772592693269254,0.0016265170206702462,0.57415855608055,13.256720220020089,traditional,0
34,0.07334447929263115,0.07716073925346137,0.0023340791164228104,0.5859457912750385,13.634105464226856,traditional,0
35,0.07195637607574464,0.07574762638434768,0.0021905103426519278,0.5937820999466615,13.897115966921417,traditional,0
36,0.07079753097891808,0.07491174329295755,0.002847936589145936,0.6003241695642929,14.124586854743827,traditional,0
37,0.07079753097891808,0.07343021262213588,0.00206600011261064,0.6003241695642929,14.124586854743827,traditional,0
38,0.07010849949717522,0.07272600041106343,0.001991256800918253,0.6042139835995299,14.263402351635543,traditional,0
39,0.06899899962544441,0.07194088055938483,0.0022705960256882702,0.6104774828553778,14.492753701860028,traditional,0
40,0.06809085461497306,0.07101132157221438,0.00261394264599532,0.6156042663208106,14.686044397740709,traditional,0
41,0.06602582094073296,0.07067399963364004,0.0025602183750176003,0.6272620746824522,15.145360411909286,traditional,0
42,0.0658896088898182,0.06909369337260722,0.0020928487651289836,0.6280310374388077,15.176669586893526,traditional,0
43,0.06528958103060722,0.06862240972518921,0.0028326754713188956,0.6314183961446659,15.316144905054763,traditional,0
44,0.06459449645876884,0.06768335445299745,0.0018990768675167797,0.6353423819056281,15.480955404349244,traditional,0
45,0.06302132651209831,0.06676819133460521,0.001863939336855751,0.6442234543972559,15.867392642320675,traditional,0
46,0.06298106834292412,0.06595060131326318,0.0017492398630530098,0.6444507252776671,15.877535087530156,traditional,0
47,0.06239349010586739,0.06528891906663775,0.002611751839953149,0.6477678016868929,16.02705620806032,traditional,0
48,0.06239349010586739,0.0640531615756452,0.0014762110216773679,0.6477678016868929,16.02705620806032,traditional,0
49,0.061462292164564135,0.06409738260433077,0.002471080239814686,0.6530247266861733,16.26987368855157,traditional,0
50,0.0605818532705307,0.06267773168981075,0.00130220331088374,0.6579950998228508,16.506320617395378,traditional,0
51,0.06015308186411858,0.06232137342095375,0.0014448823463024784,0.6604156583586545,16.623975780378288,traditional,0
52,0.05923454508185387,0.06246762108355761,0.0027229497179868663,0.6656011068645735,16.88175568601864,traditional,0
53,0.05863851118087769,0.06191138086244463,0.00293933127274371,0.6689659183353496,17.05334815829944,traditional,0
54,0.058085674554109575,0.06053386395275593,0.0017119595745760492,0.6720868666910855,17.21565243106607,traditional,0
55,0.05776830360293389,0.06033908919095993,0.0030311156545544658,0.6738785322578563,17.310231171788153,traditional,0
56,0.055945939034223555,0.05900490088537336,0.001854916549986466,0.6841663920502099,17.874078855114583,traditional,0
57,0.055945939034223555,0.05886091606989503,0.0024431919901771984,0.6841663920502099,17.874078855114583,traditional,0
58,0.05536949154734612,0.057763794557005164,0.0019221700653119858,0.6874206316378717,18.060161144585855,traditional,0
59,0.05536949154734612,0.05702799366265535,0.0015784613491918258,0.6874206316378717,18.060161144585855,traditional,0
60,0.055154658675193785,0.05735082224383951,0.0027259676007966756,0.6886334353245983,18.130505990126977,traditional,0
61,0.054461447685956954,0.05714590060189366,0.0035199264201184253,0.6925468440827779,18.361275383108573,traditional,0
62,0.05413091644644737,0.05641356244906783,0.0021620565758220826,0.6944128038953492,18.47338992679667,traditional,0
63,0.05274337169528008,0.055827533955127004,0.002104883502297847,0.7022459598404998,18.95936889299388,traditional,0
64,0.05274337169528008,0.05537856960222125,0.00308157647520809,0.7022459598404998,18.95936889299388,traditional,0
65,0.05230240935087204,0.054163984113931654,0.0013063287922781535,0.7047353403140172,19.11921254103347,traditional,0
66,0.05202825745940208,0.05393874247893691,0.0014928232077525108,0.7062830197792997,19.21995524883841,traditional,0
67,0.05190381130576134,0.05361184783950449,0.001631139851473454,0.7069855600955108,19.266036709182714,traditional,0
68,0.05150015324354172,0.05328635509312154,0.0015808445476702324,0.709264345372327,19.41704092083415,traditional,0
