generation,best_fitness,avg_fitness,diversity,inv_best_fitness,normalized_fitness,label,run
0,0.18681387519836426,0.21440232473313808,0.016203689049191054,5.352892797954003,0.0,boltzmann_temp2.0_3,0
1,0.18559587144851686,0.20751661944091318,0.015782396876151558,5.388021857240155,0.0065198784006492705,boltzmann_temp2.0_3,0
2,0.17375906670093536,0.20179958170354367,0.018569196433635048,5.755062247536631,0.06988136445200843,boltzmann_temp2.0_3,0
3,0.17363609743118286,0.1941384879499674,0.015469501968766704,5.75913796529758,0.07053960929395031,boltzmann_temp2.0_3,0
4,0.16291263568401337,0.19063868817090987,0.015580856822532253,6.138221615406066,0.12794145771545007,boltzmann_temp2.0_3,0
5,0.15626919662952424,0.18854836919009688,0.016230684240638053,6.399172852970413,0.1635032651424142,boltzmann_temp2.0_3,0
6,0.15626919662952424,0.18583601697981358,0.018787602328574078,6.399172852970413,0.1635032651424142,boltzmann_temp2.0_3,0
7,0.15541578257083893,0.18169736859202384,0.019418968320024158,6.434311555408762,0.16807152356422106,boltzmann_temp2.0_3,0
8,0.1380398709177971,0.1725360558047891,0.018336157891922774,7.244231316067955,0.261083413792351,boltzmann_temp2.0_3,0
9,0.13712716883420945,0.16672309825420378,0.016989246305077678,7.292447704227852,0.2659690363544789,boltzmann_temp2.0_3,0
10,0.13051002407073975,0.1627079743206501,0.01447021038296607,7.66218798082512,0.3013900925069912,boltzmann_temp2.0_3,0
11,0.13051002407073975,0.16042472763508558,0.015498311351014218,7.66218798082512,0.3013900925069912,boltzmann_temp2.0_3,0
12,0.12623245936632158,0.156105284139514,0.017445256857767072,7.921829957127791,0.3242875603737443,boltzmann_temp2.0_3,0
13,0.12623245936632158,0.15724774012565612,0.018169501661521356,7.921829957127791,0.3242875603737443,boltzmann_temp2.0_3,0
14,0.12623245936632158,0.1508828157901764,0.015656056763879513,7.921829957127791,0.3242875603737443,boltzmann_temp2.0_3,0
15,0.12307028478384018,0.14846340133994818,0.016433512253222253,8.125372232494193,0.34121443252991424,boltzmann_temp2.0_3,0
16,0.12307028478384018,0.14426711684316396,0.015469484215244198,8.125372232494193,0.34121443252991424,boltzmann_temp2.0_3,0
17,0.12307028478384018,0.13890199514627458,0.011978785911949496,8.125372232494193,0.34121443252991424,boltzmann_temp2.0_3,0
18,0.12142668694257736,0.13523424558341504,0.01176371967219105,8.235354103985328,0.350012482672162,boltzmann_temp2.0_3,0
19,0.11793207836151123,0.1327131867825985,0.010504634604078267,8.479385206367692,0.36871884791058684,boltzmann_temp2.0_3,0
20,0.11638354897499084,0.1302898500069976,0.010156899640543834,8.592205828068156,0.37700800408207635,boltzmann_temp2.0_3,0
21,0.1134416908621788,0.12610377968996764,0.009191688107074348,8.81502362470313,0.39275553948161934,boltzmann_temp2.0_3,0
22,0.11163693064451218,0.12476939869523047,0.009953318463877097,8.957528988819154,0.40241627916570477,boltzmann_temp2.0_3,0
23,0.10976269000768661,0.1238430625408888,0.008891572123240706,9.110480887896273,0.41244894207597005,boltzmann_temp2.0_3,0
24,0.10712181061506271,0.1205482762873173,0.009227357770627515,9.335079935434297,0.4265853620277523,boltzmann_temp2.0_3,0
25,0.10712181061506271,0.12115827694833281,0.009094489754409714,9.335079935434297,0.4265853620277523,boltzmann_temp2.0_3,0
26,0.10619682985544204,0.11681059605926274,0.008979515464457615,9.41638827611839,0.43153671137821403,boltzmann_temp2.0_3,0
27,0.10053496766090393,0.1161328958913684,0.009341465457008848,9.946688963823208,0.4618442149751829,boltzmann_temp2.0_3,0
28,0.10053496766090393,0.11375092913806437,0.007572327813681342,9.946688963823208,0.4618442149751829,boltzmann_temp2.0_3,0
29,0.10053496766090393,0.11226198384910821,0.009136172606375021,9.946688963823208,0.4618442149751829,boltzmann_temp2.0_3,0
30,0.10013307976722717,0.11189098250716925,0.009648547316289686,9.986609976589504,0.463995489302371,boltzmann_temp2.0_3,0
31,0.09955924969911575,0.11243957977592944,0.010888749449270315,10.044169264562235,0.4670671565835197,boltzmann_temp2.0_3,0
32,0.09955924969911575,0.11200606140792371,0.010871564717936521,10.044169264562235,0.4670671565835197,boltzmann_temp2.0_3,0
33,0.0973673158288002,0.11162932416498661,0.011089100044745883,10.270281369129052,0.47880040641835175,boltzmann_temp2.0_3,0
34,0.09130288010835648,0.11006149542331696,0.011641301603766146,10.952437057584326,0.5112628544779745,boltzmann_temp2.0_3,0
35,0.09130288010835648,0.10999392917603254,0.01333262612711851,10.952437057584326,0.5112628544779745,boltzmann_temp2.0_3,0
36,0.09130288010835648,0.10863770884424448,0.011876788994710943,10.952437057584326,0.5112628544779745,boltzmann_temp2.0_3,0
37,0.09130288010835648,0.10641096335202456,0.010788956369835194,10.952437057584326,0.5112628544779745,boltzmann_temp2.0_3,0
38,0.08386014473438264,0.10512882910817863,0.010580407201556372,11.924473523076118,0.5511032323196681,boltzmann_temp2.0_3,0
39,0.08129966926574707,0.10490686290860177,0.014778294814506184,12.300021746823575,0.5648092563819429,boltzmann_temp2.0_3,0
40,0.08129966926574707,0.1003726866081357,0.012708425867041778,12.300021746823575,0.5648092563819429,boltzmann_temp2.0_3,0
41,0.08129966926574707,0.09846524323374033,0.009846816309006693,12.300021746823575,0.5648092563819429,boltzmann_temp2.0_3,0
42,0.08129966926574707,0.09702126191407442,0.008645402384996143,12.300021746823575,0.5648092563819429,boltzmann_temp2.0_3,0
43,0.08129966926574707,0.0973155676946044,0.011228358451490113,12.300021746823575,0.5648092563819429,boltzmann_temp2.0_3,0
44,0.08129966926574707,0.09371497459411622,0.010695047760120584,12.300021746823575,0.5648092563819429,boltzmann_temp2.0_3,0
45,0.08036053043603897,0.09131440938860177,0.008282736630251633,12.443765002657784,0.5698363927694885,boltzmann_temp2.0_3,0
46,0.08036053043603897,0.0901141279578209,0.0070466322331033,12.443765002657784,0.5698363927694885,boltzmann_temp2.0_3,0
47,0.08028959268331529,0.08841577574908735,0.006373953058359068,12.454759226205141,0.5702161169877691,boltzmann_temp2.0_3,0
48,0.07629989168047904,0.08737188221216201,0.007206563821332932,13.106006731712178,0.5915726730711963,boltzmann_temp2.0_3,0
49,0.07629989168047904,0.08768024747669698,0.007922327890965402,13.106006731712178,0.5915726730711963,boltzmann_temp2.0_3,0
50,0.07529167664051056,0.08771584511101246,0.008662244652507459,13.28150418631762,0.5969695689864378,boltzmann_temp2.0_3,0
51,0.07470971536636353,0.08544018135592342,0.008425418992309907,13.384960846596615,0.6000847619748018,boltzmann_temp2.0_3,0
52,0.07400739088654518,0.08476063864678143,0.008241792387886901,13.511981385097258,0.6038442497487833,boltzmann_temp2.0_3,0
53,0.07340700578689575,0.08225783435851336,0.008426106732248707,13.622492387315505,0.6070580640278989,boltzmann_temp2.0_3,0
54,0.07238337886333465,0.08287935027852654,0.009208328552067423,13.815135471260316,0.6125374585454323,boltzmann_temp2.0_3,0
55,0.07238337886333465,0.0829455005131662,0.007629337467166988,13.815135471260316,0.6125374585454323,boltzmann_temp2.0_3,0
56,0.07238337886333465,0.08293996594920754,0.008521510107752206,13.815135471260316,0.6125374585454323,boltzmann_temp2.0_3,0
57,0.07120589756965637,0.081267384018749,0.009840512280108274,14.043583334350089,0.6188404234211836,boltzmann_temp2.0_3,0
58,0.06800408253073692,0.08184567275494338,0.010428599884314452,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
59,0.06800408253073692,0.08298623946011066,0.010411221873542952,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
60,0.06800408253073692,0.08532974433302878,0.01325767400411018,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
61,0.06800408253073692,0.08100448790267109,0.011379534177997237,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
62,0.06800408253073692,0.07933354602828621,0.010642654161643755,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
63,0.06800408253073692,0.08015295870676636,0.011545826035286425,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
64,0.06800408253073692,0.07872127834185957,0.01191117641477007,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
65,0.06800408253073692,0.08122312170490623,0.013834996473036706,14.70478327186825,0.6359794878269708,boltzmann_temp2.0_3,0
66,0.06697062775492668,0.08131635930985212,0.016239325806379257,14.931696205135708,0.6415114900656316,boltzmann_temp2.0_3,0
67,0.06697062775492668,0.08117991219237447,0.01635816668972173,14.931696205135708,0.6415114900656316,boltzmann_temp2.0_3,0
68,0.06697062775492668,0.08395078809261322,0.017397194379421554,14.931696205135708,0.6415114900656316,boltzmann_temp2.0_3,0
69,0.06562243059277534,0.08140902869179845,0.01293067102224261,15.238459662456183,0.6487282835758554,boltzmann_temp2.0_3,0
70,0.06562243059277534,0.08375554420948028,0.016294544813454315,15.238459662456183,0.6487282835758554,boltzmann_temp2.0_3,0
71,0.06562243059277534,0.07975730571225285,0.01604189476952098,15.238459662456183,0.6487282835758554,boltzmann_temp2.0_3,0
72,0.06493134304881096,0.0772714784167707,0.014364173907725224,15.400645549603526,0.6524276209148543,boltzmann_temp2.0_3,0
73,0.06493134304881096,0.07524739934578538,0.0099757986923042,15.400645549603526,0.6524276209148543,boltzmann_temp2.0_3,0
74,0.06463491323590279,0.07125157473757864,0.007620482554990636,15.471275177164792,0.6540143864192549,boltzmann_temp2.0_3,0
75,0.06444548583030701,0.07163776305541396,0.006297475216808062,15.516749860234173,0.6550283764421836,boltzmann_temp2.0_3,0
76,0.06444548583030701,0.07472063523828984,0.009916328657859453,15.516749860234173,0.6550283764421836,boltzmann_temp2.0_3,0
77,0.061902834296226505,0.07133971972241997,0.006942403324760639,16.15408821390176,0.6686389903828271,boltzmann_temp2.0_3,0
78,0.061902834296226505,0.07276142092719676,0.008745125907803112,16.15408821390176,0.6686389903828271,boltzmann_temp2.0_3,0
79,0.061590592592954636,0.07196715790852903,0.0092241939618554,16.235982183620113,0.6703103956943455,boltzmann_temp2.0_3,0
80,0.061590592592954636,0.06935887551382185,0.006632763269829557,16.235982183620113,0.6703103956943455,boltzmann_temp2.0_3,0
81,0.0614783761203289,0.06916929390281439,0.006916992267246202,16.265617237929938,0.6709110816578832,boltzmann_temp2.0_3,0
82,0.0614783761203289,0.06976653869822622,0.007407586439051811,16.265617237929938,0.6709110816578832,boltzmann_temp2.0_3,0
83,0.06043962588906288,0.06882547902315854,0.006159236071609996,16.545162881593463,0.676471430053649,boltzmann_temp2.0_3,0
84,0.0600459291934967,0.06815962876826524,0.006488559563840975,16.653640967676722,0.6785788575407569,boltzmann_temp2.0_3,0
85,0.0600459291934967,0.06715674536675216,0.005479452140092334,16.653640967676722,0.6785788575407569,boltzmann_temp2.0_3,0
86,0.0600459291934967,0.06748434851467608,0.006514808699148098,16.653640967676722,0.6785788575407569,boltzmann_temp2.0_3,0
87,0.0600459291934967,0.06673647480159998,0.006934571438178918,16.653640967676722,0.6785788575407569,boltzmann_temp2.0_3,0
88,0.0600459291934967,0.06697661598324775,0.007357978022595212,16.653640967676722,0.6785788575407569,boltzmann_temp2.0_3,0
89,0.0600459291934967,0.0665252197496593,0.0070585139575559536,16.653640967676722,0.6785788575407569,boltzmann_temp2.0_3,0
90,0.0600459291934967,0.06498788916766644,0.006148270657719951,16.653640967676722,0.6785788575407569,boltzmann_temp2.0_3,0
91,0.05905416485667229,0.0651683845832944,0.005810922018328182,16.933319929374747,0.6838876941342451,boltzmann_temp2.0_3,0
92,0.05870688006281853,0.06529611813649536,0.006675267835991746,17.033488501543257,0.6857466823570685,boltzmann_temp2.0_3,0
93,0.05810289585590363,0.0660662704102695,0.007568284386629345,17.210549916996577,0.688979762374672,boltzmann_temp2.0_3,0
94,0.05810289585590363,0.06873792317658663,0.009736418746720309,17.210549916996577,0.688979762374672,boltzmann_temp2.0_3,0
95,0.05810289585590363,0.0687670553892851,0.009472603655136176,17.210549916996577,0.688979762374672,boltzmann_temp2.0_3,0
96,0.05810289585590363,0.06762974727302791,0.008020847267975377,17.210549916996577,0.688979762374672,boltzmann_temp2.0_3,0
97,0.057965734034776686,0.0672779096722603,0.00904097985713135,17.25127379783132,0.6897139788293186,boltzmann_temp2.0_3,0
98,0.057965734034776686,0.06718230456486345,0.009677652938078643,17.25127379783132,0.6897139788293186,boltzmann_temp2.0_3,0
99,0.057965734034776686,0.06794494972601532,0.010158521480214854,17.25127379783132,0.6897139788293186,boltzmann_temp2.0_3,0
100,0.05762151131033898,0.06744050406739115,0.009861366788346981,17.354328668777995,0.6915565760350786,boltzmann_temp2.0_3,0
101,0.05668771186470986,0.06917966944649814,0.010093678293868697,17.640196206725328,0.6965551311190497,boltzmann_temp2.0_3,0
102,0.05668771186470986,0.06946255901381373,0.008354773116889634,17.640196206725328,0.6965551311190497,boltzmann_temp2.0_3,0
103,0.05668771186470986,0.06871398410871625,0.010503742488405975,17.640196206725328,0.6965551311190497,boltzmann_temp2.0_3,0
104,0.05668771186470986,0.06771833896338939,0.010663869117272882,17.640196206725328,0.6965551311190497,boltzmann_temp2.0_3,0
105,0.05601354333758354,0.06590537726730109,0.009171950623525747,17.852506517339393,0.7001639022898767,boltzmann_temp2.0_3,0
106,0.05601354333758354,0.06515322281569243,0.007843949581643415,17.852506517339393,0.7001639022898767,boltzmann_temp2.0_3,0
107,0.05601354333758354,0.06387507495284081,0.007131302512254799,17.852506517339393,0.7001639022898767,boltzmann_temp2.0_3,0
108,0.05601354333758354,0.0630815426774323,0.007715440374385403,17.852506517339393,0.7001639022898767,boltzmann_temp2.0_3,0
109,0.05511187881231308,0.06303581448420884,0.007718058157251273,18.144579298887656,0.7049904416693153,boltzmann_temp2.0_3,0
110,0.05511187881231308,0.06238746924623848,0.007223061942936561,18.144579298887656,0.7049904416693153,boltzmann_temp2.0_3,0
111,0.0550042169392109,0.06158058606535196,0.006975780646799833,18.180093737384066,0.7055667472193601,boltzmann_temp2.0_3,0
112,0.05446459090709686,0.06257248196005823,0.008372557518391293,18.360215749898344,0.7084553229824881,boltzmann_temp2.0_3,0
113,0.05434187188744545,0.06251176833808422,0.00855191374919812,18.40167744669793,0.7091122282552957,boltzmann_temp2.0_3,0
114,0.054286368876695634,0.0616747721746564,0.008200729649465905,18.420491187762792,0.709409331512165,boltzmann_temp2.0_3,0
115,0.054286368876695634,0.05958816727250814,0.005923184931029948,18.420491187762792,0.709409331512165,boltzmann_temp2.0_3,0
116,0.054127472192049025,0.059441429699957374,0.006111480942771131,18.474565408976957,0.7102598929839931,boltzmann_temp2.0_3,0
117,0.054127472192049025,0.05939776797145605,0.005507780073663141,18.474565408976957,0.7102598929839931,boltzmann_temp2.0_3,0
118,0.0539323962032795,0.05926977602243424,0.0059880128442747925,18.541387533448034,0.7113041194289634,boltzmann_temp2.0_3,0
119,0.0539323962032795,0.0591924613237381,0.006027178595939377,18.541387533448034,0.7113041194289634,boltzmann_temp2.0_3,0
120,0.0539323962032795,0.06025351770222187,0.006343609962716448,18.541387533448034,0.7113041194289634,boltzmann_temp2.0_3,0
121,0.0539323962032795,0.05918251685798168,0.005192329125862473,18.541387533448034,0.7113041194289634,boltzmann_temp2.0_3,0
0,0.1885745735168457,0.21421281265616415,0.01618617977957116,5.302913740896929,0.0,boltzmann_temp2.0_3,1
1,0.18225697791576384,0.20905195599794388,0.018236805038146422,5.486728270749174,0.033501842179786245,boltzmann_temp2.0_3,1
2,0.17164552271366118,0.2028227649748325,0.018278553830899918,5.825926352543645,0.08977377218711946,boltzmann_temp2.0_3,1
3,0.17164552271366118,0.20281214411258697,0.018905125465311114,5.825926352543645,0.08977377218711946,boltzmann_temp2.0_3,1
4,0.1694326068162918,0.1968501448690891,0.019616407816840296,5.902016835917617,0.10150873653623249,boltzmann_temp2.0_3,1
5,0.1538748608827591,0.19246808567643164,0.01998684822260533,6.498745120015405,0.18401055872459293,boltzmann_temp2.0_3,1
6,0.1515422674417496,0.1903075486779213,0.022681675370288937,6.598775497462343,0.19638016612980935,boltzmann_temp2.0_3,1
7,0.1515422674417496,0.1814709875136614,0.02273372848810607,6.598775497462343,0.19638016612980935,boltzmann_temp2.0_3,1
8,0.1489042806625366,0.17717084388136864,0.0219861018542269,6.715678554518799,0.2103692566525427,boltzmann_temp2.0_3,1
9,0.14516160786151885,0.1716951117277145,0.016451685608762624,6.888826363287524,0.2302164329246047,boltzmann_temp2.0_3,1
10,0.13989422982931138,0.16570428239554166,0.019285300603750718,7.148206563012317,0.2581490323942619,boltzmann_temp2.0_3,1
11,0.13463821774721146,0.16127054142504932,0.01844446506125922,7.427256461616743,0.286021358891293,boltzmann_temp2.0_3,1
12,0.131604998588562,0.15779315548092127,0.017934272775128834,7.598437842687445,0.30210634374413425,boltzmann_temp2.0_3,1
13,0.131604998588562,0.15586507568657398,0.018076616250444596,7.598437842687445,0.30210634374413425,boltzmann_temp2.0_3,1
14,0.12721767228841782,0.15100149272084237,0.017468839352513334,7.86048134296589,0.32537208004316,boltzmann_temp2.0_3,1
15,0.12614860844612122,0.14536394245773554,0.013586173923674361,7.9270955520016715,0.3310412634455613,boltzmann_temp2.0_3,1
16,0.1244861307144165,0.14225986289680004,0.01348042403779047,8.032958862985447,0.3398572862035616,boltzmann_temp2.0_3,1
17,0.12339898705482483,0.1368019314274192,0.01313571928630978,8.103728564863742,0.3456223458259532,boltzmann_temp2.0_3,1
18,0.12163058894872665,0.1340126802071929,0.010409413912746999,8.221548436907671,0.35500005817135694,boltzmann_temp2.0_3,1
19,0.11995556527376175,0.13061441550552846,0.006921207365448983,8.336350725930057,0.36388261133706923,boltzmann_temp2.0_3,1
20,0.11995556527376175,0.1306794482126832,0.008095619866304207,8.336350725930057,0.36388261133706923,boltzmann_temp2.0_3,1
21,0.11995556527376175,0.12832738683670758,0.007315980216705973,8.336350725930057,0.36388261133706923,boltzmann_temp2.0_3,1
22,0.1139103416800499,0.12706929794996977,0.008033882972430415,8.778757104000796,0.3959400805969523,boltzmann_temp2.0_3,1
23,0.11297474813461304,0.12632214647829532,0.008884493538195464,8.851457206625252,0.4009014787748105,boltzmann_temp2.0_3,1
24,0.11154844421148301,0.12304759959876539,0.007887939132298844,8.964634535552971,0.4084650855566263,boltzmann_temp2.0_3,1
25,0.10781916427612305,0.11971219038963317,0.006449299643266536,9.274702990055188,0.4282412402407403,boltzmann_temp2.0_3,1
26,0.10781916427612305,0.11980535845160485,0.007098457739145949,9.274702990055188,0.4282412402407403,boltzmann_temp2.0_3,1
27,0.10729065746068955,0.11762560476958753,0.006987755795198122,9.32038914923454,0.4310438811566232,boltzmann_temp2.0_3,1
28,0.10708173966407776,0.11432370772212744,0.006153614097444873,9.338573173762965,0.4321517600859802,boltzmann_temp2.0_3,1
29,0.1028907710313797,0.11364958445727824,0.006543642903010727,9.718950213181015,0.45437622309039305,boltzmann_temp2.0_3,1
30,0.1028907710313797,0.11206985462158918,0.006758107651097494,9.718950213181015,0.45437622309039305,boltzmann_temp2.0_3,1
31,0.1028907710313797,0.11129707846343517,0.006566018587599052,9.718950213181015,0.45437622309039305,boltzmann_temp2.0_3,1
32,0.10022798484563827,0.10783825566470624,0.004794205754340042,9.977153829703958,0.4684968234241573,boltzmann_temp2.0_3,1
33,0.10022798484563827,0.10836275334656238,0.005545376842978828,9.977153829703958,0.4684968234241573,boltzmann_temp2.0_3,1
34,0.09761331170797348,0.10831957356035711,0.00626320132942601,10.244399437980327,0.48236228306117046,boltzmann_temp2.0_3,1
35,0.09462920916080475,0.10740306399315595,0.0063808635376594565,10.567449959882302,0.49818680537887383,boltzmann_temp2.0_3,1
36,0.09440306043624878,0.10737737066447735,0.007579235623669109,10.592764711379143,0.4993860589173461,boltzmann_temp2.0_3,1
37,0.09440306043624878,0.10700212206244468,0.007628821194750716,10.592764711379143,0.4993860589173461,boltzmann_temp2.0_3,1
38,0.09330192875862121,0.10361291362792255,0.0075343325329183565,10.717777172751394,0.5052252961861458,boltzmann_temp2.0_3,1
39,0.09330192875862121,0.10427259917855265,0.0081011025684104,10.717777172751394,0.5052252961861458,boltzmann_temp2.0_3,1
40,0.09330192875862121,0.10194059424847364,0.006430156028226789,10.717777172751394,0.5052252961861458,boltzmann_temp2.0_3,1
41,0.09330192875862121,0.10256008789688349,0.006534206136550177,10.717777172751394,0.5052252961861458,boltzmann_temp2.0_3,1
42,0.09221759939193726,0.10265753367692235,0.007191697176260812,10.843799478561921,0.5109754317768652,boltzmann_temp2.0_3,1
43,0.09199392491579056,0.10292553416043519,0.007997097216596232,10.8701648587177,0.5121615645198712,boltzmann_temp2.0_3,1
44,0.09193927597999572,0.10161409828066828,0.007130606341104494,10.876626041644458,0.5124513646492079,boltzmann_temp2.0_3,1
45,0.09141348737478257,0.10212536879777909,0.007625383035791478,10.939185119533452,0.5152395910543239,boltzmann_temp2.0_3,1
46,0.09141348737478257,0.10068777231872081,0.007533203827922183,10.939185119533452,0.5152395910543239,boltzmann_temp2.0_3,1
47,0.09141348737478257,0.0998207488834858,0.007557350739543018,10.939185119533452,0.5152395910543239,boltzmann_temp2.0_3,1
48,0.09088534528017045,0.09758244513422251,0.006128144703279987,11.002752909882709,0.5180402978768954,boltzmann_temp2.0_3,1
49,0.08503229758143425,0.09755770791545511,0.0064185214792978505,11.760099025235673,0.5490786695384562,boltzmann_temp2.0_3,1
50,0.08503229758143425,0.09639129737392069,0.005779317111525623,11.760099025235673,0.5490786695384562,boltzmann_temp2.0_3,1
51,0.08503229758143425,0.09700965935811401,0.007600992327635499,11.760099025235673,0.5490786695384562,boltzmann_temp2.0_3,1
52,0.08367324876785279,0.09626353982388973,0.007803122612992222,11.951108193088372,0.5562856263844176,boltzmann_temp2.0_3,1
53,0.08367324876785279,0.0932544098570943,0.006023459334025637,11.951108193088372,0.5562856263844176,boltzmann_temp2.0_3,1
54,0.08358908966183662,0.09254729086086155,0.006804145378583258,11.963140655136225,0.5567319172307742,boltzmann_temp2.0_3,1
55,0.08358908966183662,0.09358780881166458,0.008081348107261915,11.963140655136225,0.5567319172307742,boltzmann_temp2.0_3,1
56,0.08358908966183662,0.09339330009818077,0.008345588179742885,11.963140655136225,0.5567319172307742,boltzmann_temp2.0_3,1
57,0.08292814016342163,0.09274526159614324,0.008385071220474374,12.058487499440876,0.5602368939945475,boltzmann_temp2.0_3,1
58,0.08024476239085197,0.08926877254843713,0.00733666326175933,12.461717232236055,0.5744666903161069,boltzmann_temp2.0_3,1
59,0.07701472023129463,0.08768250429779292,0.006117265538322715,12.984362114601886,0.5915954160998552,boltzmann_temp2.0_3,1
60,0.07701472023129463,0.08705051830634473,0.005811138162326487,12.984362114601886,0.5915954160998552,boltzmann_temp2.0_3,1
61,0.07701472023129463,0.08684011637791991,0.005431007427232079,12.984362114601886,0.5915954160998552,boltzmann_temp2.0_3,1
62,0.07701472023129463,0.08693183487355709,0.005835094809690252,12.984362114601886,0.5915954160998552,boltzmann_temp2.0_3,1
63,0.07701472023129463,0.08577519431114197,0.005352845108488448,12.984362114601886,0.5915954160998552,boltzmann_temp2.0_3,1
64,0.07701472023129463,0.08535215737819671,0.005403388725530043,12.984362114601886,0.5915954160998552,boltzmann_temp2.0_3,1
65,0.07644744226336479,0.08404353404715659,0.0053788841265932415,13.080711266228306,0.5946036581833467,boltzmann_temp2.0_3,1
66,0.07644744226336479,0.08260793066471814,0.0051626658960979375,13.080711266228306,0.5946036581833467,boltzmann_temp2.0_3,1
67,0.07615772405266762,0.08458197172135115,0.007718618476341116,13.130472082337532,0.5961400170110192,boltzmann_temp2.0_3,1
68,0.07615772405266762,0.08250173715353012,0.006361927091720838,13.130472082337532,0.5961400170110192,boltzmann_temp2.0_3,1
0,0.17055878400802613,0.20852513153254987,0.0229725899317806,5.863046824408165,0.0,boltzmann_temp2.0_3,2
1,0.16975471353530883,0.2011282279610634,0.01910801180819844,5.890817924028236,0.004714330472005868,boltzmann_temp2.0_3,2
2,0.16975471353530883,0.19589872974455355,0.02006083534642125,5.890817924028236,0.004714330472005868,boltzmann_temp2.0_3,2
3,0.16289377439022065,0.19466658390462396,0.020579942542995548,6.1389323490786865,0.04494057378742089,boltzmann_temp2.0_3,2
4,0.1598233939409256,0.18911066757142544,0.020482554879431316,6.256867148638278,0.06294246367630851,boltzmann_temp2.0_3,2
5,0.14923977267742156,0.18622185123562812,0.017664383579413124,6.700581765021166,0.12499509453351487,boltzmann_temp2.0_3,2
6,0.14923977267742156,0.184432068541646,0.01927573522072062,6.700581765021166,0.12499509453351487,boltzmann_temp2.0_3,2
7,0.14923977267742156,0.18481037450730803,0.019343200632017162,6.700581765021166,0.12499509453351487,boltzmann_temp2.0_3,2
8,0.14923977267742156,0.1770518576681614,0.01883265608184641,6.700581765021166,0.12499509453351487,boltzmann_temp2.0_3,2
9,0.14223842108249665,0.17104946617484093,0.01662681725655299,7.0303998173615705,0.16604458744380346,boltzmann_temp2.0_3,2
10,0.14223842108249665,0.1638984970957041,0.013287705384397207,7.0303998173615705,0.16604458744380346,boltzmann_temp2.0_3,2
11,0.14223842108249665,0.16069539226293567,0.011724840087523778,7.0303998173615705,0.16604458744380346,boltzmann_temp2.0_3,2
12,0.13416588443517685,0.15805094779878853,0.014483325345601998,7.453404051304129,0.21337452529643208,boltzmann_temp2.0_3,2
13,0.13035209506750106,0.15136210358589888,0.011837858062998731,7.671471087680485,0.23573508203853655,boltzmann_temp2.0_3,2
14,0.13035209506750106,0.14751358075141907,0.011695277162024608,7.671471087680485,0.23573508203853655,boltzmann_temp2.0_3,2
15,0.12693428975343704,0.1448111702814698,0.012051172768452747,7.878029836639049,0.2557739521204385,boltzmann_temp2.0_3,2
16,0.12568712145090102,0.14250792861580847,0.010991614594584422,7.956201337535634,0.26308620114818326,boltzmann_temp2.0_3,2
