run,generation,best_fitness,avg_fitness,diversity
0,0,0.20064131310905137,0.24586048589285647,0.015252925158454483
0,1,0.18848407033487896,0.2283679469225446,0.015889300213457552
0,2,0.18573835856492674,0.2114526885973313,0.014091898326113976
0,3,0.17463432824178518,0.19762133545073554,0.010363397728281612
0,4,0.1676329642616742,0.1868159008339444,0.007044959417394202
0,5,0.1661968488130901,0.17829250755415182,0.005301520588882369
0,6,0.16216984702595413,0.17275271827598487,0.00337981058784581
0,7,0.15704743400595578,0.1685453799585411,0.003518566272911917
0,8,0.15683553043255496,0.1646828819502754,0.003346325709786638
0,9,0.15262674813210306,0.16131464710375842,0.003061565939337923
0,10,0.1480902769198915,0.1583391385008993,0.0031320811122522224
0,11,0.14779537311054142,0.1555229993195174,0.0032032315242901867
0,12,0.14699972779965514,0.152715537212872,0.002813300576318485
0,13,0.14615624874031752,0.1497221935659791,0.0021820410693953033
0,14,0.1453088703817666,0.1476326641974437,0.0011097219525046805
0,15,0.14479952478357966,0.14656572626206216,0.0007334506440113406
0,16,0.14404449503800315,0.14573887124893375,0.0006075824194818948
0,17,0.14279984249315367,0.14510389550995562,0.0005680961541745927
0,18,0.14268955494289715,0.14439237250788772,0.000666700819945424
0,19,0.1420889283222233,0.1435293774004573,0.0005813011127450643
0,20,0.14138617765540007,0.14279293951824737,0.0005574820796147943
0,21,0.1405838493420803,0.1421275393140024,0.0005837092934452609
0,22,0.13951838283322246,0.14148691930783924,0.0006835790196993432
0,23,0.13876208543067484,0.14071346438016938,0.0007074993434236678
0,24,0.137627324680073,0.13974615723609446,0.0008351675648618516
0,25,0.13691242953154714,0.1387161404467384,0.0008027597058800209
0,26,0.13597959474844956,0.1377996882596885,0.0008403003988443264
0,27,0.13478277739288305,0.13692383838453584,0.0006877841909163987
0,28,0.13466857111804292,0.1361272422660141,0.0006392608124330776
0,29,0.13389901893191616,0.13537107855326916,0.0005969637058467725
0,30,0.1332286063840039,0.1347326732902672,0.0005369439355948795
0,31,0.1327227623345916,0.13414313538132308,0.00045995068321416573
0,32,0.13195166984798407,0.13360614948007093,0.0005581829534281075
0,33,0.13097921397576778,0.1328664426639097,0.0007080710908470628
0,34,0.13028448693147768,0.13200783986556042,0.0007001489079425776
0,35,0.12934358163339454,0.1311894352407609,0.0006839299552063585
0,36,0.1284951594669672,0.1304011193630992,0.0006631016765783055
0,37,0.12812871258413244,0.12963256099750683,0.0006295381089683778
0,38,0.12737131666999668,0.12891747788679572,0.0005240004113847988
0,39,0.1267015944437393,0.12835892244955732,0.00042583001086063545
0,40,0.12646280131264698,0.127853020937762,0.00046217867063350087
0,41,0.12588596004095123,0.1273152845681561,0.00047513911461104447
0,42,0.1254838526161361,0.1267033680277499,0.0004863824663246405
0,43,0.12490069625816451,0.126161078607261,0.0004914147317338195
0,44,0.12424587786261693,0.12558515843128,0.0005189980522012336
0,45,0.12378245205122149,0.12508008629247325,0.00046758571046501144
0,46,0.12332566341154196,0.12459057844447045,0.0004723432056633023
0,47,0.12208796956721829,0.12402801518868674,0.0004650259660315535
0,48,0.12197025895634722,0.12345798410214773,0.0006129338210120144
0,49,0.12134734119890614,0.12270808722879799,0.0005197234780607363
0,50,0.12075173731236286,0.12210182201867542,0.0004496959029859534
0,51,0.12025477262072465,0.12164432856102851,0.000492643649459057
0,52,0.11967094345817822,0.12109416023632154,0.0005622746031060416
0,53,0.11934339061595065,0.12044437660475026,0.0004857870351420594
0,54,0.1189889957231933,0.11991349896578814,0.0003597615850967205
0,55,0.11849966418756316,0.11950709744842357,0.00035586094212364174
0,56,0.11801947148045847,0.11913674346059089,0.0003633677257239171
0,57,0.11739278545509582,0.11870246793220751,0.0004202000452377443
0,58,0.11685251106176331,0.11822086357104514,0.0004568578117463415
0,59,0.1154245284699904,0.11767294749858641,0.0005280619112899137
0,60,0.1154245284699904,0.11710033934666439,0.0005675112030390313
0,61,0.11512389612489779,0.11640860584312904,0.0005573141490771342
0,62,0.11435205232673347,0.1157942818279385,0.0004883432940491624
0,63,0.11410591483091667,0.1152704014095341,0.00040447851701716313
0,64,0.11289573972699767,0.1146991149901579,0.0005709042821110547
0,65,0.11287031240416176,0.11408123700161163,0.0005244215426396987
0,66,0.11220852619370013,0.11345640069228269,0.00045981856793275786
0,67,0.11159041421053723,0.1129583723380512,0.00046008782761904255
0,68,0.11105607194037988,0.11246980907028782,0.0004346052969905353
0,69,0.11058314155212134,0.11195796086282123,0.00045889133711802805
0,70,0.11012929738596153,0.11143973994677467,0.0005061758228286318
0,71,0.10973355971418475,0.11090652045235881,0.0005323787110316746
0,72,0.109435171040483,0.11033648853940978,0.0003910268741305772
0,73,0.10874640614963821,0.10989434964263695,0.0004057501810334459
0,74,0.1083619439165174,0.10943377920355069,0.00044727354511858475
0,75,0.1073652370421619,0.10896937756442966,0.00044537730715187197
0,76,0.10700290134278895,0.10845924764948896,0.0004803077739299422
0,77,0.10625300122778186,0.10786408060568167,0.0005278713246092462
0,78,0.1056440060669777,0.10726852779517873,0.0005246122226514467
0,79,0.10530615521940576,0.10668577473028529,0.0005853709726735356
0,80,0.10508230379714409,0.10605781827266587,0.00046882008657989023
0,81,0.10466369993645244,0.10556799968707392,0.00040607977969854634
0,82,0.10395868398649809,0.10509546632069539,0.0003823690683745084
0,83,0.10345059674740968,0.10467769153718841,0.0004474332040881646
0,84,0.102821555936845,0.1041479216837415,0.0004505594664221492
0,85,0.10192393136971746,0.10364936311260625,0.0005455639696310424
0,86,0.10166938750926541,0.10299871101505279,0.0005424172035878095
0,87,0.10131927129009512,0.1023428776544744,0.00046509951650148737
0,88,0.10065005151935474,0.10185476948022014,0.0003960105487464373
0,89,0.10000788935829678,0.10145697571471261,0.00047965427133056965
0,90,0.09953265101823008,0.10085852893883508,0.0004681030883624571
0,91,0.09913455979696006,0.10040796940396936,0.00048175172491856673
0,92,0.09878104487054909,0.09990731147952613,0.0004426812316751962
0,93,0.09804667998315034,0.0994526017488229,0.00042748433308213463
0,94,0.09721930248430366,0.09894114441354551,0.0004860784066698799
0,95,0.09647764816461205,0.09839616394674344,0.0005766453063843632
0,96,0.09597868049447947,0.09768592205563964,0.0006502838154973541
