run,generation,best_fitness,avg_fitness,diversity
0,0,0.9109573163280344,0.8876652303988066,0.01352653628961178
0,1,0.9109573163280344,0.8913862351286379,0.011826441899895145
0,2,0.9109573163280344,0.894825605673964,0.01072978908537018
0,3,0.9133463138094081,0.8985137092213842,0.010215302785966305
0,4,0.9181780694190309,0.8987515218475732,0.010549811195461098
0,5,0.9181780694190309,0.9016404472648516,0.009477607325505273
0,6,0.9181780694190309,0.9020041740777962,0.008855675844752517
0,7,0.9181780694190309,0.9042074528770561,0.008234310658437376
0,8,0.9181780694190309,0.9057787239992452,0.008417915619821501
0,9,0.9182763569056185,0.9084838194486913,0.008453668891662627
0,10,0.9183551441676947,0.9099217980917971,0.008521055480754816
0,11,0.9186825097048518,0.9107910450071854,0.008033098536184887
0,12,0.9200701884683288,0.913647258330165,0.005489212169946318
0,13,0.9202741603085663,0.9155886886330752,0.003706022621586619
0,14,0.9209226133214329,0.9164299253538497,0.0033210989502756934
0,15,0.9209226133214329,0.9171695498122151,0.002824001102280063
0,16,0.9214274728012289,0.9176027307686002,0.002394925459884655
0,17,0.9214274728012289,0.9178341509754897,0.0021341874073742095
0,18,0.9214274728012289,0.9175786580358978,0.0023337154548568493
0,19,0.9215095377597486,0.9180414308035963,0.0024922897091942246
0,20,0.9229253916686883,0.918123330910659,0.00245189808722993
0,21,0.9229253916686883,0.918654749539618,0.0027773134992388052
0,22,0.9255305666091364,0.9194679553209479,0.002591399196044295
0,23,0.9255305666091364,0.9195010619603959,0.002803607840278977
0,24,0.9255305666091364,0.9197959603211189,0.002944094924519174
0,25,0.9255305666091364,0.9201224428304133,0.0026886368025373377
0,26,0.9255305666091364,0.9209295756500271,0.0024116220362599603
0,27,0.9257386876979422,0.921677993249786,0.002607418739928321
0,28,0.926349519617477,0.9223567916352312,0.002531727792953493
0,29,0.926349519617477,0.9231794407844497,0.002123667698995086
0,30,0.926349519617477,0.9238168648388261,0.0016199601753524697
0,31,0.926349519617477,0.9238769359056956,0.0017746831251829844
0,32,0.926762749756716,0.9241511481357314,0.0017244675207935421
0,33,0.9267664717285601,0.9246435432996105,0.0016104760940594326
0,34,0.9267664717285601,0.9247714406783759,0.0015437461637809239
0,35,0.9267664717285601,0.9249226471519828,0.001490538129102091
0,36,0.9268393787613224,0.9252320097582526,0.001347176105857258
0,37,0.9272408694438394,0.9254266620507938,0.00138528417971602
0,38,0.9274124962294023,0.9257171048633674,0.001254659725049602
0,39,0.9277605247058115,0.9260880471998794,0.001052868166936878
0,40,0.9277605247058115,0.9261191747287324,0.001107409156964583
0,41,0.9279402206956348,0.9262850035158092,0.001144031216996478
0,42,0.928093968313714,0.9264923503800008,0.0011687297287519781
0,43,0.9287177917155136,0.9266336219046277,0.0012016310040180473
0,44,0.9287177917155136,0.9266811420061483,0.0013146319142157237
0,45,0.9288060294853985,0.9270249548106747,0.0012783818219430413
0,46,0.9289337972632088,0.9272013837249558,0.0013285151958899915
0,47,0.9291502136093183,0.9273469791809786,0.0013529867152421754
0,48,0.9292431636193679,0.927668150064834,0.0010128367889653332
0,49,0.9294181567487662,0.927877404562085,0.0010721227839687653
0,50,0.9294864101307451,0.9280493508370029,0.001117130143561733
0,51,0.929910949877397,0.9281602558514048,0.001093229548362012
0,52,0.9299338643625719,0.9281517653756503,0.0011719251672308614
0,53,0.9299338643625719,0.9282850535396883,0.0010494627461611996
0,54,0.9304020679635696,0.9282501822282132,0.001157471690950809
0,55,0.9304020679635696,0.928132132013193,0.0012996327372360452
0,56,0.9304212572916083,0.9282156518060773,0.0013820367872639718
0,57,0.9304212572916083,0.9284894448386561,0.0013138047952012722
0,58,0.9305085320430696,0.9285052624026677,0.0016978938000437925
0,59,0.9310365560553447,0.9285703999009176,0.0018275476207271616
0,60,0.9313088880532058,0.9290665763826101,0.00152023767407769
0,61,0.9313088880532058,0.929168789313049,0.0017009397829752893
0,62,0.9315677561893723,0.9296340782263582,0.0012484027073621066
0,63,0.9315677561893723,0.9298913763188764,0.0010596777914931765
0,64,0.9315677561893723,0.9300724597763997,0.0011119640739496984
0,65,0.9319035981378022,0.9302308707646489,0.001218783085389284
0,66,0.9319382695031913,0.9303811307629853,0.0012683276292278609
0,67,0.9322072622943478,0.9306182870702469,0.0011255634498625047
0,68,0.9323943615097171,0.9305821808891475,0.001252042154703143
0,69,0.9323943615097171,0.9310180340445194,0.0008064879524836152
0,70,0.9323943615097171,0.9309992209140162,0.0010538422529844257
0,71,0.932843932938276,0.9310141407741582,0.001111913151801873
0,72,0.9330194674478482,0.9311688078675168,0.001196943050626959
0,73,0.9337381206482581,0.9312900134609585,0.0014102329407442004
0,74,0.9337381206482581,0.931202445610096,0.0014034689933892937
0,75,0.9339598458243586,0.9314579527066567,0.0015442460764562862
0,76,0.9342979793572787,0.9317772037529817,0.0015354669922185038
0,77,0.9342979793572787,0.9322527908352207,0.0012057237992651577
0,78,0.9342979793572787,0.9323183966821535,0.0012812829150043545
0,79,0.9342979793572787,0.932696352979308,0.0011867020213860119
0,80,0.9343777443978712,0.9328393598850664,0.0012365204225509184
0,81,0.9344286452984848,0.9328880104148916,0.001204828260408456
0,82,0.9345430889017153,0.9326549490599069,0.0014135261878036732
0,83,0.9349179094574466,0.932607505559919,0.0016343936884785923
0,84,0.9349179094574466,0.9327263185386873,0.0015230728915614634
0,85,0.9349179094574466,0.9328506072452345,0.0014626776517084178
0,86,0.9351621741302006,0.9335578400623845,0.0011678727369263608
0,87,0.9352471477211077,0.9339375748707195,0.0009867640997045823
0,88,0.9354360869245636,0.9339744419619971,0.0010067763545449717
0,89,0.9354360869245636,0.9341740539263685,0.0009179415725154043
0,90,0.9354678369995912,0.9341433738231484,0.001196683436568038
0,91,0.935662234338224,0.9343465905836748,0.0010928365051713735
0,92,0.9359151146701666,0.9343845948409182,0.001155955199731262
0,93,0.9361041980441674,0.9343973309090045,0.0013173947740977084
0,94,0.9362613438178768,0.9345220684329629,0.0012054110268509258
0,95,0.9362613438178768,0.9345852521141387,0.0011954956236507627
0,96,0.9362613438178768,0.9346759324179608,0.001184656399632858
0,97,0.9364688266038329,0.9347756688912046,0.0012188761345607209
0,98,0.9370454717794611,0.9347234084598292,0.0011949950140576616
0,99,0.9373033948097071,0.93508814485746,0.0012619660738229148
0,100,0.9373033948097071,0.9348832205324991,0.0015446705101416617
0,101,0.937616040620083,0.9351922411328095,0.0015126386871784513
0,102,0.937616040620083,0.9354394764588992,0.001416936415382581
0,103,0.9376602627844056,0.935212641189476,0.0016343965452953017
0,104,0.9379514422337997,0.9352730408249503,0.0016835482406281977
0,105,0.9379514422337997,0.9353691396721867,0.001941648723555293
0,106,0.9379514422337997,0.9357254487904181,0.0018172911828290377
0,107,0.9379514422337997,0.9356390008716351,0.00203293297627744
0,108,0.9379514422337997,0.9360133985647618,0.0019099268242188194
0,109,0.9380946704992378,0.9363628929778572,0.0016388015553884584
0,110,0.9380946704992378,0.9366266905634847,0.0013584304866065618
0,111,0.9380969856085133,0.9364903810041113,0.0016401327053712183
0,112,0.9384225356001539,0.9366195726585852,0.0015857250058597075
0,113,0.9384225356001539,0.9365975552917842,0.001604715134409146
0,114,0.9384686508445492,0.936582864532625,0.001513045942341529
0,115,0.9384686508445492,0.9368524455466936,0.001528791942967735
0,116,0.9389125405576932,0.9368540631594847,0.001571055971959001
0,117,0.9389125405576932,0.9369480675307713,0.001447608379156657
0,118,0.9389125405576932,0.9370641967294958,0.0013046199804481805
0,119,0.9390995627419405,0.9369084790290415,0.0015413782298090099
0,120,0.939205165728673,0.9372608517837293,0.001631050241722925
0,121,0.9394537533860928,0.9369744109759264,0.0016284783248401223
0,122,0.9394537533860928,0.9369566158443898,0.0017633469853649253
0,123,0.9394537533860928,0.936993097678276,0.0019283726301416386
0,124,0.9396275590796341,0.937328785607129,0.0018897901850850132
0,125,0.9396275590796341,0.9374615954087858,0.0018411454063710702
0,126,0.9396275590796341,0.937494152788048,0.0017320299524992517
0,127,0.9396275590796341,0.9375534721102264,0.0016228576525903712
0,128,0.9398398404257111,0.9379814717953758,0.0014356596931173415
0,129,0.9400860612319001,0.9380263754968088,0.001743040504433597
0,130,0.9400860612319001,0.9380959898753156,0.0015390669213266835
0,131,0.9403676790731644,0.9383205252839598,0.0014320226264443515
0,132,0.9403676790731644,0.9386749294778307,0.0011367930609260167
0,133,0.9403676790731644,0.9388000585768331,0.0009969250509345396
0,134,0.9403676790731644,0.9388555272942136,0.0009993590905690182
0,135,0.9405642166410141,0.9389440822336148,0.0010624512748947101
0,136,0.9405642166410141,0.9389497175162381,0.0010600749116962131
0,137,0.94059069838786,0.9390230225615435,0.0011984634066819727
0,138,0.9407275056189353,0.9389827209444445,0.0012305264930446392
0,139,0.9407275056189353,0.939361967498163,0.0011083104004722263
0,140,0.9413397183332706,0.9394771080518816,0.0010973091078278904
0,141,0.9413397183332706,0.9392623764135083,0.0012598931134869542
0,142,0.9413397183332706,0.9396703202996145,0.0009921847080690256
0,143,0.9413397183332706,0.9397020311927445,0.0010360340447625614
0,144,0.9413397183332706,0.9398835779897702,0.0010398911288733667
